,Name,Date,Departure,Arrival,Source,Destination,Stops,Duration,Price
1796,Air India,11-Jan,14:40,17:05 + 1 day,Kolkata,Mumbai,1 Stop,26h 25m,"4,478"
1797,SpiceJet,11-Jan,9:25,12:10,Kolkata,Mumbai,Non Stop,2h 45m,"4,499"
1798,SpiceJet,11-Jan,21:00,23:45,Kolkata,Mumbai,Non Stop,2h 45m,"4,499"
1799,Go First,11-Jan,4:55,7:45,Kolkata,Mumbai,Non Stop,2h 50m,"4,499"
1800,Go First,11-Jan,17:30,20:20,Kolkata,Mumbai,Non Stop,2h 50m,"4,499"
1801,IndiGo,11-Jan,4:20,7:20,Kolkata,Mumbai,Non Stop,3h 00m,"4,499"
1802,SpiceJet,11-Jan,11:55,14:55,Kolkata,Mumbai,Non Stop,3h 00m,"4,499"
1803,IndiGo,11-Jan,17:55,21:00,Kolkata,Mumbai,Non Stop,3h 05m,"4,499"
1804,IndiGo,11-Jan,19:55,23:00,Kolkata,Mumbai,Non Stop,3h 05m,"4,499"
1805,IndiGo,11-Jan,9:05,12:15,Kolkata,Mumbai,Non Stop,3h 10m,"4,499"
1806,IndiGo,11-Jan,11:25,14:35,Kolkata,Mumbai,Non Stop,3h 10m,"4,499"
1807,IndiGo,11-Jan,15:45,18:55,Kolkata,Mumbai,Non Stop,3h 10m,"4,499"
1808,IndiGo,11-Jan,7:20,10:35,Kolkata,Mumbai,Non Stop,3h 15m,"4,499"
1809,IndiGo,11-Jan,15:20,20:50,Kolkata,Mumbai,1 Stop,5h 30m,"4,499"
1810,IndiGo,11-Jan,8:30,16:45,Kolkata,Mumbai,1 Stop,8h 15m,"4,499"
1811,IndiGo,11-Jan,13:50,22:05,Kolkata,Mumbai,1 Stop,8h 15m,"4,499"
1812,IndiGo,11-Jan,9:35,18:00,Kolkata,Mumbai,1 Stop,8h 25m,"4,499"
1813,IndiGo,11-Jan,6:45,15:30,Kolkata,Mumbai,1 Stop,8h 45m,"4,499"
1814,IndiGo,11-Jan,20:15,05:05 + 1 day,Kolkata,Mumbai,1 Stop,8h 50m,"4,499"
1815,IndiGo,11-Jan,8:20,17:20,Kolkata,Mumbai,1 Stop,9h 00m,"4,499"
1816,IndiGo,11-Jan,6:00,15:30,Kolkata,Mumbai,1 Stop,9h 30m,"4,499"
1817,IndiGo,11-Jan,13:50,23:50,Kolkata,Mumbai,1 Stop,10h 00m,"4,499"
1818,IndiGo,11-Jan,11:30,21:45,Kolkata,Mumbai,1 Stop,10h 15m,"4,499"
1819,IndiGo,11-Jan,11:10,21:35,Kolkata,Mumbai,1 Stop,10h 25m,"4,499"
1820,IndiGo,11-Jan,6:05,18:00,Kolkata,Mumbai,1 Stop,11h 55m,"4,499"
1821,IndiGo,11-Jan,8:20,17:40,Kolkata,Mumbai,2 Stop(s),9h 20m,"4,552"
1822,Vistara,11-Jan,10:25,13:00,Kolkata,Mumbai,Non Stop,2h 35m,"4,600"
1823,Vistara,11-Jan,17:35,20:20,Kolkata,Mumbai,Non Stop,2h 45m,"4,600"
1824,SpiceJet,11-Jan,17:35,07:40 + 1 day,Kolkata,Mumbai,1 Stop,14h 05m,"4,755"
1825,Air India,11-Jan,16:55,19:45,Kolkata,Mumbai,Non Stop,2h 50m,"4,759"
1826,Air Asia,11-Jan,19:55,01:55 + 1 day,Kolkata,Mumbai,1 Stop,6h 00m,"4,800"
1827,SpiceJet,11-Jan,18:00,20:45,Kolkata,Mumbai,Non Stop,2h 45m,"4,813"
1828,SpiceJet,11-Jan,18:00,20:50,Kolkata,Mumbai,Non Stop,2h 50m,"4,813"
1829,SpiceJet,11-Jan,7:45,10:50,Kolkata,Mumbai,Non Stop,3h 05m,"4,813"
1830,SpiceJet,11-Jan,17:35,08:35 + 1 day,Kolkata,Mumbai,1 Stop,15h 00m,"5,069"
1831,SpiceJet,11-Jan,15:10,07:40 + 1 day,Kolkata,Mumbai,1 Stop,16h 30m,"5,069"
1832,IndiGo,11-Jan,15:05,20:30,Kolkata,Mumbai,1 Stop,5h 25m,"5,073"
1833,Air India,11-Jan,15:30,21:15,Kolkata,Mumbai,1 Stop,5h 45m,"5,102"
1834,Air India,11-Jan,7:00,12:50,Kolkata,Mumbai,1 Stop,5h 50m,"5,102"
1835,Air India,11-Jan,15:30,22:10,Kolkata,Mumbai,1 Stop,6h 40m,"5,102"
1836,Air India,11-Jan,7:00,18:15,Kolkata,Mumbai,2 Stop(s),11h 15m,"5,102"
1837,Air India,11-Jan,20:30,09:05 + 1 day,Kolkata,Mumbai,1 Stop,12h 35m,"5,102"
1838,Air India,11-Jan,7:00,20:00,Kolkata,Mumbai,1 Stop,13h 00m,"5,102"
1839,Air India,11-Jan,20:30,10:10 + 1 day,Kolkata,Mumbai,1 Stop,13h 40m,"5,102"
1840,Air India,11-Jan,7:00,21:15,Kolkata,Mumbai,1 Stop,14h 15m,"5,102"
1841,Air India,11-Jan,7:00,21:35,Kolkata,Mumbai,2 Stop(s),14h 35m,"5,102"
1842,Air India,11-Jan,20:30,11:15 + 1 day,Kolkata,Mumbai,1 Stop,14h 45m,"5,102"
1843,Air India,11-Jan,7:00,22:10,Kolkata,Mumbai,1 Stop,15h 10m,"5,102"
1844,Air India,11-Jan,20:30,12:50 + 1 day,Kolkata,Mumbai,1 Stop,16h 20m,"5,102"
1845,Air India,11-Jan,15:30,09:05 + 1 day,Kolkata,Mumbai,1 Stop,17h 35m,"5,102"
1846,Air India,11-Jan,15:30,10:10 + 1 day,Kolkata,Mumbai,1 Stop,18h 40m,"5,102"
1847,Air India,11-Jan,15:30,11:15 + 1 day,Kolkata,Mumbai,1 Stop,19h 45m,"5,102"
1848,Air India,11-Jan,15:30,12:50 + 1 day,Kolkata,Mumbai,1 Stop,21h 20m,"5,102"
1849,SpiceJet,11-Jan,15:10,23:05,Kolkata,Mumbai,1 Stop,7h 55m,"5,385"
1850,SpiceJet,11-Jan,15:10,08:35 + 1 day,Kolkata,Mumbai,1 Stop,17h 25m,"5,385"
1851,Air India,11-Jan,20:45,08:35 + 1 day,Kolkata,Mumbai,1 Stop,11h 50m,"5,616"
1852,IndiGo,11-Jan,11:50,16:50,Kolkata,Mumbai,1 Stop,5h 00m,"5,689"
1853,IndiGo,11-Jan,9:35,16:00,Kolkata,Mumbai,1 Stop,6h 25m,"5,750"
1854,IndiGo,11-Jan,6:05,16:00,Kolkata,Mumbai,1 Stop,9h 55m,"5,750"
1855,Go First,11-Jan,16:45,23:55,Kolkata,Mumbai,1 Stop,7h 10m,"5,796"
1856,Go First,11-Jan,9:30,21:50,Kolkata,Mumbai,1 Stop,12h 20m,"5,796"
1857,Go First,11-Jan,9:30,23:55,Kolkata,Mumbai,1 Stop,14h 25m,"5,796"
1858,Go First,11-Jan,16:45,07:20 + 1 day,Kolkata,Mumbai,1 Stop,14h 35m,"5,796"
1859,Air Asia,11-Jan,21:35,06:45 + 1 day,Kolkata,Mumbai,1 Stop,9h 10m,"5,818"
1860,Air Asia,11-Jan,21:35,07:15 + 1 day,Kolkata,Mumbai,1 Stop,9h 40m,"5,818"
1861,Air Asia,11-Jan,19:35,06:45 + 1 day,Kolkata,Mumbai,1 Stop,11h 10m,"5,818"
1862,Air Asia,11-Jan,19:35,07:15 + 1 day,Kolkata,Mumbai,1 Stop,11h 40m,"5,818"
1863,Air Asia,11-Jan,8:45,20:35,Kolkata,Mumbai,1 Stop,11h 50m,"5,818"
1864,Go First,11-Jan,16:25,02:00 + 1 day,Kolkata,Mumbai,1 Stop,9h 35m,"5,827"
1865,Go First,11-Jan,14:20,20:25,Kolkata,Mumbai,1 Stop,6h 05m,"5,934"
1866,Go First,11-Jan,6:00,12:50,Kolkata,Mumbai,1 Stop,6h 50m,"5,934"
1867,Go First,11-Jan,14:20,21:55,Kolkata,Mumbai,1 Stop,7h 35m,"5,934"
1868,Go First,11-Jan,14:20,23:15,Kolkata,Mumbai,1 Stop,8h 55m,"5,934"
1869,Go First,11-Jan,14:20,00:40 + 1 day,Kolkata,Mumbai,1 Stop,10h 20m,"5,934"
1870,Go First,11-Jan,6:00,16:35,Kolkata,Mumbai,1 Stop,10h 35m,"5,934"
1871,Go First,11-Jan,6:00,17:15,Kolkata,Mumbai,1 Stop,11h 15m,"5,934"
1872,Go First,11-Jan,14:20,04:15 + 1 day,Kolkata,Mumbai,1 Stop,13h 55m,"5,934"
1873,Go First,11-Jan,6:00,20:25,Kolkata,Mumbai,1 Stop,14h 25m,"5,934"
1874,Air Asia,11-Jan,23:40,06:35 + 1 day,Kolkata,Mumbai,1 Stop,6h 55m,"5,988"
