,Name,Date,Departure,Arrival,Source,Destination,Stops,Duration,Price
0,IndiGo,24-Jan,22:40,01:30 + 1 day,New Delhi,Chennai,Non Stop,2h 50m,"2,341"
1,IndiGo,24-Jan,3:00,5:55,New Delhi,Chennai,Non Stop,2h 55m,"2,341"
2,IndiGo,24-Jan,8:35,11:30,New Delhi,Chennai,Non Stop,2h 55m,"2,341"
3,IndiGo,24-Jan,20:15,23:10,New Delhi,Chennai,Non Stop,2h 55m,"2,341"
4,IndiGo,24-Jan,9:50,12:50,New Delhi,Chennai,Non Stop,3h 00m,"2,341"
5,IndiGo,24-Jan,15:40,18:40,New Delhi,Chennai,Non Stop,3h 00m,"2,341"
6,IndiGo,24-Jan,17:15,20:15,New Delhi,Chennai,Non Stop,3h 00m,"2,341"
7,IndiGo,24-Jan,18:45,21:45,New Delhi,Chennai,Non Stop,3h 00m,"2,341"
8,IndiGo,24-Jan,6:45,12:45,New Delhi,Chennai,1 Stop,6h 00m,"2,343"
9,IndiGo,24-Jan,13:15,19:45,New Delhi,Chennai,1 Stop,6h 30m,"2,343"
10,Air Asia,27-Dec,4:25,6:35,New Delhi,Mumbai,Non Stop,2h 10m,"2,456"
11,Go First,27-Dec,7:00,9:10,New Delhi,Mumbai,Non Stop,2h 10m,"2,456"
12,Go First,27-Dec,8:00,10:10,New Delhi,Mumbai,Non Stop,2h 10m,"2,456"
13,Go First,27-Dec,2:40,4:55,New Delhi,Mumbai,Non Stop,2h 15m,"2,456"
14,SpiceJet,27-Dec,7:20,9:35,New Delhi,Mumbai,Non Stop,2h 15m,"2,456"
15,SpiceJet,27-Dec,18:50,21:05,New Delhi,Mumbai,Non Stop,2h 15m,"2,456"
16,Go First,27-Dec,21:00,23:15,New Delhi,Mumbai,Non Stop,2h 15m,"2,456"
17,SpiceJet,27-Dec,6:30,8:50,New Delhi,Mumbai,Non Stop,2h 20m,"2,456"
18,Go First,27-Dec,10:30,12:50,New Delhi,Mumbai,Non Stop,2h 20m,"2,456"
19,Go First,27-Dec,17:55,20:25,New Delhi,Mumbai,Non Stop,2h 30m,"2,456"
20,IndiGo,23-Jan,15:45,22:50,New Delhi,Goa,1 Stop,7h 05m,"3,940"
21,SpiceJet,23-Jan,7:20,13:00,New Delhi,Goa,1 Stop,5h 40m,"4,326"
22,SpiceJet,23-Jan,6:45,13:00,New Delhi,Goa,1 Stop,6h 15m,"4,326"
23,SpiceJet,23-Jan,6:05,13:00,New Delhi,Goa,1 Stop,6h 55m,"4,326"
24,SpiceJet,23-Jan,8:30,17:05,New Delhi,Goa,1 Stop,8h 35m,"4,326"
25,SpiceJet,23-Jan,7:20,17:05,New Delhi,Goa,1 Stop,9h 45m,"4,326"
26,SpiceJet,23-Jan,6:45,17:05,New Delhi,Goa,1 Stop,10h 20m,"4,326"
27,SpiceJet,23-Jan,6:05,17:05,New Delhi,Goa,1 Stop,11h 00m,"4,326"
28,SpiceJet,23-Jan,7:20,22:25,New Delhi,Goa,1 Stop,15h 05m,"4,326"
29,SpiceJet,23-Jan,6:45,22:25,New Delhi,Goa,1 Stop,15h 40m,"4,326"
30,IndiGo,27-Nov,7:00,11:20,New Delhi,Hyderabad,1 Stop,4h 20m,"3,015"
31,IndiGo,27-Nov,5:30,12:40,New Delhi,Hyderabad,1 Stop,7h 10m,"3,015"
32,IndiGo,27-Nov,5:30,13:15,New Delhi,Hyderabad,1 Stop,7h 45m,"3,015"
33,IndiGo,27-Nov,7:00,17:00,New Delhi,Hyderabad,1 Stop,10h 00m,"3,015"
34,IndiGo,27-Nov,21:20,08:05 + 1 day,New Delhi,Hyderabad,1 Stop,10h 45m,"3,015"
35,Go First,27-Nov,7:20,9:30,New Delhi,Hyderabad,Non Stop,2h 10m,"3,120"
36,IndiGo,27-Nov,7:55,10:10,New Delhi,Hyderabad,Non Stop,2h 15m,"3,120"
37,Go First,27-Nov,19:35,21:50,New Delhi,Hyderabad,Non Stop,2h 15m,"3,120"
38,Vistara,27-Nov,14:45,17:00,New Delhi,Hyderabad,Non Stop,2h 15m,"3,169"
39,Vistara,27-Nov,7:05,9:25,New Delhi,Hyderabad,Non Stop,2h 20m,"3,169"
40,Air India,06-Dec,17:20,20:05,New Delhi,Bangalore,Non Stop,2h 45m,"3,170"
41,SpiceJet,06-Dec,6:15,21:10,New Delhi,Bangalore,1 Stop,14h 55m,"3,881"
42,SpiceJet,06-Dec,18:25,21:10 + 1 day,New Delhi,Bangalore,1 Stop,26h 45m,"3,881"
43,Air India,06-Dec,21:15,23:55,New Delhi,Bangalore,Non Stop,2h 40m,"4,007"
44,Air India,06-Dec,13:30,16:15,New Delhi,Bangalore,Non Stop,2h 45m,"4,007"
45,IndiGo,06-Dec,6:40,12:50,New Delhi,Bangalore,1 Stop,6h 10m,"4,007"
46,IndiGo,06-Dec,6:45,13:30,New Delhi,Bangalore,1 Stop,6h 45m,"4,007"
47,IndiGo,06-Dec,8:10,15:40,New Delhi,Bangalore,1 Stop,7h 30m,"4,007"
48,IndiGo,06-Dec,8:10,17:40,New Delhi,Bangalore,1 Stop,9h 30m,"4,007"
49,IndiGo,06-Dec,11:35,21:35,New Delhi,Bangalore,1 Stop,10h 00m,"4,007"
50,IndiGo,21-Jan,3:00,12:55,New Delhi,Port Blair,1 Stop,9h 55m,"6,455"
51,IndiGo,21-Jan,22:40,07:15 + 1 day,New Delhi,Port Blair,1 Stop,8h 35m,"7,295"
52,IndiGo,21-Jan,20:15,07:15 + 1 day,New Delhi,Port Blair,1 Stop,11h 00m,"7,827"
53,IndiGo,21-Jan,18:45,07:15 + 1 day,New Delhi,Port Blair,1 Stop,12h 30m,"7,827"
54,Go First,21-Jan,19:25,11:00 + 1 day,New Delhi,Port Blair,1 Stop,15h 35m,"9,831"
55,SpiceJet,21-Jan,20:15,09:35 + 1 day,New Delhi,Port Blair,1 Stop,13h 20m,"10,174"
56,SpiceJet,21-Jan,6:10,09:35 + 1 day,New Delhi,Port Blair,1 Stop,27h 25m,"10,174"
57,IndiGo,21-Jan,22:30,08:05 + 1 day,New Delhi,Port Blair,1 Stop,9h 35m,"10,299"
58,IndiGo,21-Jan,20:25,08:05 + 1 day,New Delhi,Port Blair,1 Stop,11h 40m,"10,299"
59,IndiGo,21-Jan,2:30,13:30,New Delhi,Port Blair,1 Stop,11h 00m,"11,515"
60,Air Asia,23-Dec,12:50,16:40,New Delhi,Imphal,1 Stop,3h 50m,"4,790"
61,IndiGo,23-Dec,11:20,14:10,New Delhi,Imphal,Non Stop,2h 50m,"4,840"
62,Air Asia,23-Dec,5:45,10:45,New Delhi,Imphal,1 Stop,5h 00m,"4,902"
63,Air Asia,23-Dec,5:45,16:40,New Delhi,Imphal,1 Stop,10h 55m,"4,902"
64,Air Asia,23-Dec,7:10,16:40,New Delhi,Imphal,1 Stop,9h 30m,"5,662"
65,IndiGo,23-Dec,22:30,09:25 + 1 day,New Delhi,Imphal,1 Stop,10h 55m,"6,093"
66,IndiGo,23-Dec,9:20,14:40,New Delhi,Imphal,1 Stop,5h 20m,"6,290"
67,IndiGo,23-Dec,8:20,14:40,New Delhi,Imphal,1 Stop,6h 20m,"6,290"
68,IndiGo,23-Dec,7:20,14:40,New Delhi,Imphal,1 Stop,7h 20m,"6,290"
69,IndiGo,23-Dec,6:15,14:40,New Delhi,Imphal,1 Stop,8h 25m,"6,290"
70,IndiGo,24-Nov,9:35,11:05,New Delhi,Jammu,Non Stop,1h 30m,"2,064"
71,IndiGo,24-Nov,15:15,16:50,New Delhi,Jammu,Non Stop,1h 35m,"2,064"
72,SpiceJet,24-Nov,9:20,10:40,New Delhi,Jammu,Non Stop,1h 20m,"2,255"
73,Go First,24-Nov,14:15,15:35,New Delhi,Jammu,Non Stop,1h 20m,"2,255"
74,Go First,24-Nov,17:00,18:20,New Delhi,Jammu,Non Stop,1h 20m,"2,255"
75,Go First,24-Nov,7:35,9:10,New Delhi,Jammu,Non Stop,1h 35m,"2,255"
76,SpiceJet,24-Nov,12:20,14:45,New Delhi,Jammu,Non Stop,2h 25m,"2,359"
77,IndiGo,24-Nov,7:10,8:45,New Delhi,Jammu,Non Stop,1h 35m,"2,432"
78,IndiGo,24-Nov,11:55,13:30,New Delhi,Jammu,Non Stop,1h 35m,"2,516"
79,Vistara,24-Nov,13:25,14:35,New Delhi,Jammu,Non Stop,1h 10m,"3,603"
80,IndiGo,23-Nov,6:45,12:00,New Delhi,Vijayawada,1 Stop,5h 15m,"5,955"
81,IndiGo,23-Nov,9:40,15:00,New Delhi,Vijayawada,1 Stop,5h 20m,"5,955"
82,IndiGo,23-Nov,7:55,15:00,New Delhi,Vijayawada,1 Stop,7h 05m,"5,955"
83,IndiGo,23-Nov,6:45,15:00,New Delhi,Vijayawada,1 Stop,8h 15m,"5,955"
84,IndiGo,23-Nov,8:20,16:35,New Delhi,Vijayawada,1 Stop,8h 15m,"5,955"
85,IndiGo,23-Nov,7:20,16:35,New Delhi,Vijayawada,1 Stop,9h 15m,"5,955"
86,IndiGo,23-Nov,6:10,16:35,New Delhi,Vijayawada,1 Stop,10h 25m,"5,955"
87,IndiGo,23-Nov,21:25,08:05 + 1 day,New Delhi,Vijayawada,1 Stop,10h 40m,"5,955"
88,IndiGo,23-Nov,19:50,08:05 + 1 day,New Delhi,Vijayawada,1 Stop,12h 15m,"5,955"
89,IndiGo,23-Nov,8:20,21:05,New Delhi,Vijayawada,1 Stop,12h 45m,"5,955"
90,IndiGo,12-Jan,7:10,13:25,New Delhi,Trivandrum,1 Stop,6h 15m,"5,105"
91,IndiGo,12-Jan,2:30,10:40,New Delhi,Trivandrum,1 Stop,8h 10m,"5,105"
92,IndiGo,12-Jan,5:15,13:25,New Delhi,Trivandrum,1 Stop,8h 10m,"5,105"
93,IndiGo,12-Jan,8:35,18:35,New Delhi,Trivandrum,1 Stop,10h 00m,"5,105"
94,IndiGo,12-Jan,7:55,18:30,New Delhi,Trivandrum,1 Stop,10h 35m,"5,105"
95,IndiGo,12-Jan,2:30,13:25,New Delhi,Trivandrum,1 Stop,10h 55m,"5,105"
96,IndiGo,12-Jan,9:30,20:30,New Delhi,Trivandrum,1 Stop,11h 00m,"5,105"
97,IndiGo,12-Jan,7:10,18:30,New Delhi,Trivandrum,1 Stop,11h 20m,"5,105"
98,IndiGo,12-Jan,8:45,20:30,New Delhi,Trivandrum,1 Stop,11h 45m,"5,105"
99,IndiGo,12-Jan,8:00,20:30,New Delhi,Trivandrum,1 Stop,12h 30m,"5,105"
100,IndiGo,24-Jan,22:40,01:30 + 1 day,New Delhi,Chennai,Non Stop,2h 50m,"2,341"
101,IndiGo,24-Jan,3:00,5:55,New Delhi,Chennai,Non Stop,2h 55m,"2,341"
102,IndiGo,24-Jan,8:35,11:30,New Delhi,Chennai,Non Stop,2h 55m,"2,341"
103,IndiGo,24-Jan,20:15,23:10,New Delhi,Chennai,Non Stop,2h 55m,"2,341"
104,IndiGo,24-Jan,9:50,12:50,New Delhi,Chennai,Non Stop,3h 00m,"2,341"
105,IndiGo,24-Jan,15:40,18:40,New Delhi,Chennai,Non Stop,3h 00m,"2,341"
106,IndiGo,24-Jan,17:15,20:15,New Delhi,Chennai,Non Stop,3h 00m,"2,341"
107,IndiGo,24-Jan,18:45,21:45,New Delhi,Chennai,Non Stop,3h 00m,"2,341"
108,IndiGo,24-Jan,6:45,12:45,New Delhi,Chennai,1 Stop,6h 00m,"2,343"
109,IndiGo,24-Jan,13:15,19:45,New Delhi,Chennai,1 Stop,6h 30m,"2,343"
110,Air Asia,27-Dec,4:25,6:35,New Delhi,Mumbai,Non Stop,2h 10m,"2,456"
111,Go First,27-Dec,7:00,9:10,New Delhi,Mumbai,Non Stop,2h 10m,"2,456"
112,Go First,27-Dec,8:00,10:10,New Delhi,Mumbai,Non Stop,2h 10m,"2,456"
113,Go First,27-Dec,2:40,4:55,New Delhi,Mumbai,Non Stop,2h 15m,"2,456"
114,SpiceJet,27-Dec,7:20,9:35,New Delhi,Mumbai,Non Stop,2h 15m,"2,456"
115,SpiceJet,27-Dec,18:50,21:05,New Delhi,Mumbai,Non Stop,2h 15m,"2,456"
116,Go First,27-Dec,21:00,23:15,New Delhi,Mumbai,Non Stop,2h 15m,"2,456"
117,SpiceJet,27-Dec,6:30,8:50,New Delhi,Mumbai,Non Stop,2h 20m,"2,456"
118,Go First,27-Dec,10:30,12:50,New Delhi,Mumbai,Non Stop,2h 20m,"2,456"
119,Go First,27-Dec,17:55,20:25,New Delhi,Mumbai,Non Stop,2h 30m,"2,456"
120,IndiGo,23-Jan,15:45,22:50,New Delhi,Goa,1 Stop,7h 05m,"3,940"
121,SpiceJet,23-Jan,7:20,13:00,New Delhi,Goa,1 Stop,5h 40m,"4,326"
122,SpiceJet,23-Jan,6:45,13:00,New Delhi,Goa,1 Stop,6h 15m,"4,326"
123,SpiceJet,23-Jan,6:05,13:00,New Delhi,Goa,1 Stop,6h 55m,"4,326"
124,SpiceJet,23-Jan,8:30,17:05,New Delhi,Goa,1 Stop,8h 35m,"4,326"
125,SpiceJet,23-Jan,7:20,17:05,New Delhi,Goa,1 Stop,9h 45m,"4,326"
126,SpiceJet,23-Jan,6:45,17:05,New Delhi,Goa,1 Stop,10h 20m,"4,326"
127,SpiceJet,23-Jan,6:05,17:05,New Delhi,Goa,1 Stop,11h 00m,"4,326"
128,SpiceJet,23-Jan,7:20,22:25,New Delhi,Goa,1 Stop,15h 05m,"4,326"
129,SpiceJet,23-Jan,6:45,22:25,New Delhi,Goa,1 Stop,15h 40m,"4,326"
130,Air Asia,05-Dec,23:35,00:35 + 1 day,Mumbai,Goa,Non Stop,1h 00m,"2,019"
131,Air Asia,05-Dec,4:45,5:55,Mumbai,Goa,Non Stop,1h 10m,"2,019"
132,IndiGo,05-Dec,5:05,6:25,Mumbai,Goa,Non Stop,1h 20m,"2,019"
133,SpiceJet,05-Dec,23:45,01:00 + 1 day,Mumbai,Goa,Non Stop,1h 15m,"2,068"
134,Air India,05-Dec,21:00,22:35,Mumbai,Goa,Non Stop,1h 35m,"2,205"
135,IndiGo,05-Dec,21:30,22:50,Mumbai,Goa,Non Stop,1h 20m,"2,265"
136,Go First,05-Dec,4:55,6:10,Mumbai,Goa,Non Stop,1h 15m,"2,418"
137,Go First,05-Dec,22:05,23:25,Mumbai,Goa,Non Stop,1h 20m,"2,418"
138,Go First,05-Dec,16:20,17:45,Mumbai,Goa,Non Stop,1h 25m,"2,418"
139,Air India,05-Dec,19:05,20:30,Mumbai,Goa,Non Stop,1h 25m,"2,531"
140,Go First,22-Nov,13:10,15:00,Mumbai,Coimbatore,Non Stop,1h 50m,"5,102"
141,IndiGo,22-Nov,18:30,22:25,Mumbai,Coimbatore,1 Stop,3h 55m,"5,103"
142,IndiGo,22-Nov,15:15,20:05,Mumbai,Coimbatore,1 Stop,4h 50m,"5,103"
143,IndiGo,22-Nov,15:15,22:50,Mumbai,Coimbatore,1 Stop,7h 35m,"5,103"
144,IndiGo,22-Nov,12:45,22:25,Mumbai,Coimbatore,1 Stop,9h 40m,"5,103"
145,IndiGo,22-Nov,8:30,15:30,Mumbai,Coimbatore,1 Stop,7h 00m,"5,560"
146,IndiGo,22-Nov,1:15,8:45,Mumbai,Coimbatore,1 Stop,7h 30m,"5,560"
147,IndiGo,22-Nov,7:45,15:30,Mumbai,Coimbatore,1 Stop,7h 45m,"5,560"
148,IndiGo,22-Nov,4:35,13:40,Mumbai,Coimbatore,1 Stop,9h 05m,"5,560"
149,IndiGo,22-Nov,4:50,15:30,Mumbai,Coimbatore,1 Stop,10h 40m,"5,560"
150,SpiceJet,24-Dec,19:30,20:50 + 1 day,Mumbai,Kolkata,1 Stop,25h 20m,"4,242"
151,IndiGo,24-Dec,6:10,8:45,Mumbai,Kolkata,Non Stop,2h 35m,"4,500"
152,IndiGo,24-Dec,7:40,10:15,Mumbai,Kolkata,Non Stop,2h 35m,"4,500"
153,IndiGo,24-Dec,9:00,11:35,Mumbai,Kolkata,Non Stop,2h 35m,"4,500"
154,IndiGo,24-Dec,19:35,22:10,Mumbai,Kolkata,Non Stop,2h 35m,"4,500"
155,IndiGo,24-Dec,21:45,00:20 + 1 day,Mumbai,Kolkata,Non Stop,2h 35m,"4,500"
156,IndiGo,24-Dec,12:55,15:35,Mumbai,Kolkata,Non Stop,2h 40m,"4,500"
157,SpiceJet,24-Dec,6:15,9:00,Mumbai,Kolkata,Non Stop,2h 45m,"4,500"
158,IndiGo,24-Dec,17:30,20:15,Mumbai,Kolkata,Non Stop,2h 45m,"4,500"
159,SpiceJet,24-Dec,18:00,20:45,Mumbai,Kolkata,Non Stop,2h 45m,"4,500"
160,Air Asia,16-Dec,22:55,01:00 + 1 day,Mumbai,New Delhi,Non Stop,2h 05m,"2,463"
161,Go First,16-Dec,6:00,8:10,Mumbai,New Delhi,Non Stop,2h 10m,"2,463"
162,Go First,16-Dec,8:00,10:10,Mumbai,New Delhi,Non Stop,2h 10m,"2,463"
163,SpiceJet,16-Dec,21:45,23:55,Mumbai,New Delhi,Non Stop,2h 10m,"2,463"
164,SpiceJet,16-Dec,7:20,9:35,Mumbai,New Delhi,Non Stop,2h 15m,"2,463"
165,Go First,16-Dec,9:55,12:10,Mumbai,New Delhi,Non Stop,2h 15m,"2,463"
166,IndiGo,16-Dec,19:45,22:00,Mumbai,New Delhi,Non Stop,2h 15m,"2,463"
167,SpiceJet,16-Dec,19:05,21:30,Mumbai,New Delhi,Non Stop,2h 25m,"2,463"
168,IndiGo,16-Dec,21:45,00:10 + 1 day,Mumbai,New Delhi,Non Stop,2h 25m,"2,463"
169,IndiGo,16-Dec,23:05,01:30 + 1 day,Mumbai,New Delhi,Non Stop,2h 25m,"2,463"
170,Go First,24-Nov,17:15,19:25,Mumbai,Kochi,Non Stop,2h 10m,"2,165"
171,Air Asia,24-Nov,14:55,16:50,Mumbai,Kochi,Non Stop,1h 55m,"2,166"
172,IndiGo,24-Nov,8:30,13:35,Mumbai,Kochi,1 Stop,5h 05m,"2,166"
173,IndiGo,24-Nov,18:30,23:40,Mumbai,Kochi,1 Stop,5h 10m,"2,166"
174,IndiGo,24-Nov,1:15,7:00,Mumbai,Kochi,1 Stop,5h 45m,"2,166"
175,IndiGo,24-Nov,7:45,13:35,Mumbai,Kochi,1 Stop,5h 50m,"2,166"
176,IndiGo,24-Nov,22:15,07:00 + 1 day,Mumbai,Kochi,1 Stop,8h 45m,"2,166"
177,IndiGo,24-Nov,1:15,10:55,Mumbai,Kochi,1 Stop,9h 40m,"2,166"
178,IndiGo,24-Nov,12:45,23:40,Mumbai,Kochi,1 Stop,10h 55m,"2,166"
179,IndiGo,24-Nov,8:50,10:40,Mumbai,Kochi,Non Stop,1h 50m,"2,246"
180,IndiGo,22-Nov,21:40,22:45,Mumbai,Indore,Non Stop,1h 05m,"3,558"
181,IndiGo,22-Nov,15:05,16:20,Mumbai,Indore,Non Stop,1h 15m,"3,558"
182,IndiGo,22-Nov,7:45,9:05,Mumbai,Indore,Non Stop,1h 20m,"3,558"
183,IndiGo,22-Nov,9:25,10:45,Mumbai,Indore,Non Stop,1h 20m,"3,558"
184,Air India,22-Nov,7:05,8:25,Mumbai,Indore,Non Stop,1h 20m,"4,263"
185,IndiGo,22-Nov,22:20,07:00 + 1 day,Mumbai,Indore,1 Stop,8h 40m,"4,263"
186,IndiGo,22-Nov,20:30,07:00 + 1 day,Mumbai,Indore,1 Stop,10h 30m,"4,646"
187,IndiGo,22-Nov,6:25,11:55,Mumbai,Indore,1 Stop,5h 30m,"6,916"
188,IndiGo,22-Nov,13:45,20:00,Mumbai,Indore,1 Stop,6h 15m,"7,203"
189,IndiGo,22-Nov,0:10,6:40,Mumbai,Indore,1 Stop,6h 30m,"7,781"
190,Go First,28-Nov,21:00,22:45,Mumbai,Bangalore,Non Stop,1h 45m,"2,125"
191,Go First,28-Nov,22:50,00:35 + 1 day,Mumbai,Bangalore,Non Stop,1h 45m,"2,125"
192,IndiGo,28-Nov,1:15,2:50,Mumbai,Bangalore,Non Stop,1h 35m,"2,126"
193,IndiGo,28-Nov,20:30,22:05,Mumbai,Bangalore,Non Stop,1h 35m,"2,126"
194,Air Asia,28-Nov,2:35,4:15,Mumbai,Bangalore,Non Stop,1h 40m,"2,126"
195,Air Asia,28-Nov,13:05,14:45,Mumbai,Bangalore,Non Stop,1h 40m,"2,126"
196,IndiGo,28-Nov,4:50,6:40,Mumbai,Bangalore,Non Stop,1h 50m,"2,126"
197,IndiGo,28-Nov,22:15,00:05 + 1 day,Mumbai,Bangalore,Non Stop,1h 50m,"2,126"
198,Air Asia,28-Nov,21:20,23:15,Mumbai,Bangalore,Non Stop,1h 55m,"2,126"
199,Vistara,28-Nov,19:10,20:55,Mumbai,Bangalore,Non Stop,1h 45m,"2,189"
200,IndiGo,16-Dec,10:50,13:00,Mumbai,Varanasi,Non Stop,2h 10m,"3,402"
201,IndiGo,16-Dec,16:20,18:30,Mumbai,Varanasi,Non Stop,2h 10m,"3,402"
202,Go First,16-Dec,10:55,13:20,Mumbai,Varanasi,Non Stop,2h 25m,"3,402"
203,SpiceJet,16-Dec,7:35,9:50,Mumbai,Varanasi,Non Stop,2h 15m,"3,454"
204,Vistara,16-Dec,13:20,15:35,Mumbai,Varanasi,Non Stop,2h 15m,"3,850"
205,Go First,16-Dec,6:00,10:40,Mumbai,Varanasi,1 Stop,4h 40m,"4,002"
206,Go First,16-Dec,23:45,10:40 + 1 day,Mumbai,Varanasi,1 Stop,10h 55m,"4,002"
207,Go First,16-Dec,22:40,10:40 + 1 day,Mumbai,Varanasi,1 Stop,12h 00m,"4,002"
208,Go First,16-Dec,21:15,10:40 + 1 day,Mumbai,Varanasi,1 Stop,13h 25m,"4,002"
209,SpiceJet,16-Dec,7:20,08:20 + 1 day,Mumbai,Varanasi,1 Stop,25h 00m,"4,249"
210,Go First,23-Nov,17:05,19:25,Mumbai,Chandigarh,Non Stop,2h 20m,"5,942"
211,Go First,23-Nov,8:35,11:00,Mumbai,Chandigarh,Non Stop,2h 25m,"5,942"
212,Go First,23-Nov,5:00,7:30,Mumbai,Chandigarh,Non Stop,2h 30m,"5,942"
213,IndiGo,23-Nov,9:40,11:55,Mumbai,Chandigarh,Non Stop,2h 15m,"5,943"
214,IndiGo,23-Nov,15:35,17:50,Mumbai,Chandigarh,Non Stop,2h 15m,"5,943"
215,IndiGo,23-Nov,20:00,22:15,Mumbai,Chandigarh,Non Stop,2h 15m,"6,206"
216,Air India,23-Nov,7:05,18:55,Mumbai,Chandigarh,2 Stop(s),11h 50m,"6,232"
217,Vistara,23-Nov,6:00,8:20,Mumbai,Chandigarh,Non Stop,2h 20m,"6,363"
218,Vistara,23-Nov,16:05,18:30,Mumbai,Chandigarh,Non Stop,2h 25m,"6,363"
219,Go First,23-Nov,6:00,16:50,Mumbai,Chandigarh,2 Stop(s),10h 50m,"6,431"
220,IndiGo,14-Dec,23:05,07:20 + 1 day,Mumbai,Dehradun,1 Stop,8h 15m,"4,458"
221,IndiGo,14-Dec,21:45,07:20 + 1 day,Mumbai,Dehradun,1 Stop,9h 35m,"4,458"
222,SpiceJet,14-Dec,10:15,16:00,Mumbai,Dehradun,1 Stop,5h 45m,"4,487"
223,SpiceJet,14-Dec,7:20,16:00,Mumbai,Dehradun,1 Stop,8h 40m,"4,487"
224,SpiceJet,14-Dec,10:15,19:00,Mumbai,Dehradun,1 Stop,8h 45m,"4,487"
225,SpiceJet,14-Dec,7:20,19:00,Mumbai,Dehradun,1 Stop,11h 40m,"4,487"
226,SpiceJet,14-Dec,19:05,08:00 + 1 day,Mumbai,Dehradun,1 Stop,12h 55m,"4,487"
227,SpiceJet,14-Dec,19:05,16:00 + 1 day,Mumbai,Dehradun,1 Stop,20h 55m,"4,487"
228,SpiceJet,14-Dec,10:15,08:00 + 1 day,Mumbai,Dehradun,1 Stop,21h 45m,"4,487"
229,SpiceJet,14-Dec,7:20,08:00 + 1 day,Mumbai,Dehradun,1 Stop,24h 40m,"4,487"
230,Air Asia,05-Dec,23:35,00:35 + 1 day,Mumbai,Goa,Non Stop,1h 00m,"2,019"
231,Air Asia,05-Dec,4:45,5:55,Mumbai,Goa,Non Stop,1h 10m,"2,019"
232,IndiGo,05-Dec,5:05,6:25,Mumbai,Goa,Non Stop,1h 20m,"2,019"
233,SpiceJet,05-Dec,23:45,01:00 + 1 day,Mumbai,Goa,Non Stop,1h 15m,"2,068"
234,Air India,05-Dec,21:00,22:35,Mumbai,Goa,Non Stop,1h 35m,"2,205"
235,IndiGo,05-Dec,21:30,22:50,Mumbai,Goa,Non Stop,1h 20m,"2,265"
236,Go First,05-Dec,4:55,6:10,Mumbai,Goa,Non Stop,1h 15m,"2,418"
237,Go First,05-Dec,22:05,23:25,Mumbai,Goa,Non Stop,1h 20m,"2,418"
238,Go First,05-Dec,16:20,17:45,Mumbai,Goa,Non Stop,1h 25m,"2,418"
239,Air India,05-Dec,19:05,20:30,Mumbai,Goa,Non Stop,1h 25m,"2,531"
240,Go First,22-Nov,13:10,15:00,Mumbai,Coimbatore,Non Stop,1h 50m,"5,102"
241,IndiGo,22-Nov,18:30,22:25,Mumbai,Coimbatore,1 Stop,3h 55m,"5,103"
242,IndiGo,22-Nov,15:15,20:05,Mumbai,Coimbatore,1 Stop,4h 50m,"5,103"
243,IndiGo,22-Nov,15:15,22:50,Mumbai,Coimbatore,1 Stop,7h 35m,"5,103"
244,IndiGo,22-Nov,12:45,22:25,Mumbai,Coimbatore,1 Stop,9h 40m,"5,103"
245,IndiGo,22-Nov,8:30,15:30,Mumbai,Coimbatore,1 Stop,7h 00m,"5,560"
246,IndiGo,22-Nov,1:15,8:45,Mumbai,Coimbatore,1 Stop,7h 30m,"5,560"
247,IndiGo,22-Nov,7:45,15:30,Mumbai,Coimbatore,1 Stop,7h 45m,"5,560"
248,IndiGo,22-Nov,4:35,13:40,Mumbai,Coimbatore,1 Stop,9h 05m,"5,560"
249,IndiGo,22-Nov,4:50,15:30,Mumbai,Coimbatore,1 Stop,10h 40m,"5,560"
250,SpiceJet,24-Dec,19:30,20:50 + 1 day,Mumbai,Kolkata,1 Stop,25h 20m,"4,242"
251,IndiGo,24-Dec,6:10,8:45,Mumbai,Kolkata,Non Stop,2h 35m,"4,500"
252,IndiGo,24-Dec,7:40,10:15,Mumbai,Kolkata,Non Stop,2h 35m,"4,500"
253,IndiGo,24-Dec,9:00,11:35,Mumbai,Kolkata,Non Stop,2h 35m,"4,500"
254,IndiGo,24-Dec,19:35,22:10,Mumbai,Kolkata,Non Stop,2h 35m,"4,500"
255,IndiGo,24-Dec,21:45,00:20 + 1 day,Mumbai,Kolkata,Non Stop,2h 35m,"4,500"
256,IndiGo,24-Dec,12:55,15:35,Mumbai,Kolkata,Non Stop,2h 40m,"4,500"
257,SpiceJet,24-Dec,6:15,9:00,Mumbai,Kolkata,Non Stop,2h 45m,"4,500"
258,IndiGo,24-Dec,17:30,20:15,Mumbai,Kolkata,Non Stop,2h 45m,"4,500"
259,SpiceJet,24-Dec,18:00,20:45,Mumbai,Kolkata,Non Stop,2h 45m,"4,500"
260,Air Asia,16-Dec,22:55,01:00 + 1 day,Mumbai,New Delhi,Non Stop,2h 05m,"2,463"
261,Go First,16-Dec,6:00,8:10,Mumbai,New Delhi,Non Stop,2h 10m,"2,463"
262,Go First,16-Dec,8:00,10:10,Mumbai,New Delhi,Non Stop,2h 10m,"2,463"
263,SpiceJet,16-Dec,21:45,23:55,Mumbai,New Delhi,Non Stop,2h 10m,"2,463"
264,SpiceJet,16-Dec,7:20,9:35,Mumbai,New Delhi,Non Stop,2h 15m,"2,463"
265,Go First,16-Dec,9:55,12:10,Mumbai,New Delhi,Non Stop,2h 15m,"2,463"
